person_folder,person_id,word_id,angle,filename,path,segment_start,segment_end,label
P01,01,0042,R,NIA_SL_WORD0042_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0042_REAL01_R.mp4,1.34,3.586,불면증
P01,01,0046,L,NIA_SL_WORD0046_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0046_REAL01_L.mp4,1.227,2.952,설사
P01,01,0042,D,NIA_SL_WORD0042_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0042_REAL01_D.mp4,1.34,3.586,불면증
P01,01,0041,L,NIA_SL_WORD0041_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0041_REAL01_L.mp4,1.315,3.692,보건소
P01,01,0163,L,NIA_SL_WORD0163_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0163_REAL01_L.mp4,1.9,3.379,의사
P01,01,1158,L,NIA_SL_WORD1158_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1158_REAL01_L.mp4,1.655,3.02,피곤하다
P01,01,0689,L,NIA_SL_WORD0689_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0689_REAL01_L.mp4,1.706,3.272,통증
P01,01,0033,R,NIA_SL_WORD0033_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0033_REAL01_R.mp4,2.373,4.57,당뇨병
P01,01,0042,F,NIA_SL_WORD0042_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0042_REAL01_F.mp4,1.34,3.586,불면증
P01,01,0065,L,NIA_SL_WORD0065_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0065_REAL01_L.mp4,1.686,4.011,치료법
P01,01,0033,D,NIA_SL_WORD0033_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0033_REAL01_D.mp4,2.373,4.57,당뇨병
P01,01,0037,L,NIA_SL_WORD0037_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0037_REAL01_L.mp4,1.523,3.209,감기
P01,01,0062,L,NIA_SL_WORD0062_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0062_REAL01_L.mp4,1.325,3.528,진단서
P01,01,1129,L,NIA_SL_WORD1129_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1129_REAL01_L.mp4,1.626,2.926,검사
P01,01,0036,F,NIA_SL_WORD0036_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0036_REAL01_F.mp4,1.616,3.315,면역
P01,01,0040,R,NIA_SL_WORD0040_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0040_REAL01_R.mp4,1.187,2.808,병명
P01,01,0064,F,NIA_SL_WORD0064_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0064_REAL01_F.mp4,1.429,3.193,치료
P01,01,1158,U,NIA_SL_WORD1158_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1158_REAL01_U.mp4,1.655,3.02,피곤하다
P01,01,0163,U,NIA_SL_WORD0163_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0163_REAL01_U.mp4,1.9,3.379,의사
P01,01,0041,U,NIA_SL_WORD0041_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0041_REAL01_U.mp4,1.315,3.692,보건소
P01,01,0046,U,NIA_SL_WORD0046_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0046_REAL01_U.mp4,1.227,2.952,설사
P01,01,0040,D,NIA_SL_WORD0040_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0040_REAL01_D.mp4,1.187,2.808,병명
P01,01,1129,U,NIA_SL_WORD1129_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1129_REAL01_U.mp4,1.626,2.926,검사
P01,01,0036,R,NIA_SL_WORD0036_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0036_REAL01_R.mp4,1.616,3.315,면역
P01,01,0040,F,NIA_SL_WORD0040_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0040_REAL01_F.mp4,1.187,2.808,병명
P01,01,0064,R,NIA_SL_WORD0064_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0064_REAL01_R.mp4,1.429,3.193,치료
P01,01,0062,U,NIA_SL_WORD0062_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0062_REAL01_U.mp4,1.325,3.528,진단서
P01,01,0037,U,NIA_SL_WORD0037_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0037_REAL01_U.mp4,1.523,3.209,감기
P01,01,0065,U,NIA_SL_WORD0065_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0065_REAL01_U.mp4,1.686,4.011,치료법
P01,01,0689,U,NIA_SL_WORD0689_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0689_REAL01_U.mp4,1.706,3.272,통증
P01,01,0064,D,NIA_SL_WORD0064_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0064_REAL01_D.mp4,1.429,3.193,치료
P01,01,0036,D,NIA_SL_WORD0036_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0036_REAL01_D.mp4,1.616,3.315,면역
P01,01,1158,D,NIA_SL_WORD1158_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1158_REAL01_D.mp4,1.655,3.02,피곤하다
P01,01,0689,F,NIA_SL_WORD0689_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0689_REAL01_F.mp4,1.706,3.272,통증
P01,01,0163,D,NIA_SL_WORD0163_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0163_REAL01_D.mp4,1.9,3.379,의사
P01,01,0041,D,NIA_SL_WORD0041_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0041_REAL01_D.mp4,1.315,3.692,보건소
P01,01,0042,L,NIA_SL_WORD0042_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0042_REAL01_L.mp4,1.34,3.586,불면증
P01,01,0046,D,NIA_SL_WORD0046_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0046_REAL01_D.mp4,1.227,2.952,설사
P01,01,0046,R,NIA_SL_WORD0046_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0046_REAL01_R.mp4,1.227,2.952,설사
P01,01,0065,F,NIA_SL_WORD0065_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0065_REAL01_F.mp4,1.686,4.011,치료법
P01,01,0041,R,NIA_SL_WORD0041_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0041_REAL01_R.mp4,1.315,3.692,보건소
P01,01,0062,F,NIA_SL_WORD0062_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0062_REAL01_F.mp4,1.325,3.528,진단서
P01,01,0037,F,NIA_SL_WORD0037_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0037_REAL01_F.mp4,1.523,3.209,감기
P01,01,0163,R,NIA_SL_WORD0163_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0163_REAL01_R.mp4,1.9,3.379,의사
P01,01,1158,R,NIA_SL_WORD1158_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1158_REAL01_R.mp4,1.655,3.02,피곤하다
P01,01,0040,U,NIA_SL_WORD0040_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0040_REAL01_U.mp4,1.187,2.808,병명
P01,01,1129,F,NIA_SL_WORD1129_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1129_REAL01_F.mp4,1.626,2.926,검사
P01,01,1129,D,NIA_SL_WORD1129_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1129_REAL01_D.mp4,1.626,2.926,검사
P01,01,0689,R,NIA_SL_WORD0689_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0689_REAL01_R.mp4,1.706,3.272,통증
P01,01,0037,D,NIA_SL_WORD0037_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0037_REAL01_D.mp4,1.523,3.209,감기
P01,01,0062,D,NIA_SL_WORD0062_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0062_REAL01_D.mp4,1.325,3.528,진단서
P01,01,0033,L,NIA_SL_WORD0033_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0033_REAL01_L.mp4,2.373,4.57,당뇨병
P01,01,0065,D,NIA_SL_WORD0065_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0065_REAL01_D.mp4,1.686,4.011,치료법
P01,01,0046,F,NIA_SL_WORD0046_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0046_REAL01_F.mp4,1.227,2.952,설사
P01,01,0065,R,NIA_SL_WORD0065_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0065_REAL01_R.mp4,1.686,4.011,치료법
P01,01,0041,F,NIA_SL_WORD0041_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0041_REAL01_F.mp4,1.315,3.692,보건소
P01,01,0163,F,NIA_SL_WORD0163_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0163_REAL01_F.mp4,1.9,3.379,의사
P01,01,0037,R,NIA_SL_WORD0037_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0037_REAL01_R.mp4,1.523,3.209,감기
P01,01,0062,R,NIA_SL_WORD0062_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0062_REAL01_R.mp4,1.325,3.528,진단서
P01,01,1158,F,NIA_SL_WORD1158_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1158_REAL01_F.mp4,1.655,3.02,피곤하다
P01,01,0689,D,NIA_SL_WORD0689_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0689_REAL01_D.mp4,1.706,3.272,통증
P01,01,0064,U,NIA_SL_WORD0064_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0064_REAL01_U.mp4,1.429,3.193,치료
P01,01,1129,R,NIA_SL_WORD1129_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1129_REAL01_R.mp4,1.626,2.926,검사
P01,01,0036,U,NIA_SL_WORD0036_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0036_REAL01_U.mp4,1.616,3.315,면역
P01,01,1496,F,NIA_SL_WORD1496_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1496_REAL01_F.mp4,1.679,2.58,병원
P01,01,0400,F,NIA_SL_WORD0400_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0400_REAL01_F.mp4,0.95,2.94,정밀검사
P01,01,0885,R,NIA_SL_WORD0885_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0885_REAL01_R.mp4,1.149,3.163,치료제
P01,01,0885,D,NIA_SL_WORD0885_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0885_REAL01_D.mp4,1.149,3.163,치료제
P01,01,0039,L,NIA_SL_WORD0039_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0039_REAL01_L.mp4,2.122,3.847,변비
P01,01,1115,F,NIA_SL_WORD1115_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1115_REAL01_F.mp4,1.108,2.237,건강
P01,01,0029,U,NIA_SL_WORD0029_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0029_REAL01_U.mp4,1.055,2.793,검사
P01,01,1496,R,NIA_SL_WORD1496_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1496_REAL01_R.mp4,1.679,2.58,병원
P01,01,1115,D,NIA_SL_WORD1115_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1115_REAL01_D.mp4,1.108,2.237,건강
P01,01,0400,R,NIA_SL_WORD0400_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0400_REAL01_R.mp4,0.95,2.94,정밀검사
P01,01,0187,L,NIA_SL_WORD0187_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0187_REAL01_L.mp4,1.51,3.329,간호사
P01,01,0885,F,NIA_SL_WORD0885_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0885_REAL01_F.mp4,1.149,3.163,치료제
P01,01,0400,D,NIA_SL_WORD0400_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0400_REAL01_D.mp4,0.95,2.94,정밀검사
P01,01,1115,R,NIA_SL_WORD1115_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1115_REAL01_R.mp4,1.108,2.237,건강
P01,01,1496,D,NIA_SL_WORD1496_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1496_REAL01_D.mp4,1.679,2.58,병원
P01,01,0029,R,NIA_SL_WORD0029_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0029_REAL01_R.mp4,1.055,2.793,검사
P01,01,0885,U,NIA_SL_WORD0885_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0885_REAL01_U.mp4,1.149,3.163,치료제
P01,01,0029,D,NIA_SL_WORD0029_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0029_REAL01_D.mp4,1.055,2.793,검사
P01,01,0029,F,NIA_SL_WORD0029_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0029_REAL01_F.mp4,1.055,2.793,검사
P01,01,1115,U,NIA_SL_WORD1115_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1115_REAL01_U.mp4,1.108,2.237,건강
P01,01,0572,L,NIA_SL_WORD0572_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0572_REAL01_L.mp4,1.391,3.621,환자실
P01,01,0400,U,NIA_SL_WORD0400_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0400_REAL01_U.mp4,0.95,2.94,정밀검사
P01,01,1496,U,NIA_SL_WORD1496_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1496_REAL01_U.mp4,1.679,2.58,병원
P02,02,0029,D,NIA_SL_WORD0029_REAL02_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P02/sign_medical_videos_04/NIA_SL_WORD0029_REAL02_D.mp4,1.055,2.793,검사
P02,02,0029,F,NIA_SL_WORD0029_REAL02_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P02/sign_medical_videos_04/NIA_SL_WORD0029_REAL02_F.mp4,1.055,2.793,검사
P02,02,0029,L,NIA_SL_WORD0029_REAL02_L.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P02/sign_medical_videos_04/NIA_SL_WORD0029_REAL02_L.mp4,1.055,2.793,검사
P02,02,0029,R,NIA_SL_WORD0029_REAL02_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P02/sign_medical_videos_04/NIA_SL_WORD0029_REAL02_R.mp4,1.055,2.793,검사
P02,02,0029,U,NIA_SL_WORD0029_REAL02_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P02/sign_medical_videos_04/NIA_SL_WORD0029_REAL02_U.mp4,1.055,2.793,검사
P02,02,0033,D,NIA_SL_WORD0033_REAL02_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P02/sign_medical_videos_04/NIA_SL_WORD0033_REAL02_D.mp4,2.373,4.57,당뇨병
P02,02,0033,F,NIA_SL_WORD0033_REAL02_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P02/sign_medical_videos_04/NIA_SL_WORD0033_REAL02_F.mp4,2.373,4.57,당뇨병
P02,02,0033,L,NIA_SL_WORD0033_REAL02_L.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P02/sign_medical_videos_04/NIA_SL_WORD0033_REAL02_L.mp4,2.373,4.57,당뇨병
P02,02,0033,R,NIA_SL_WORD0033_REAL02_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P02/sign_medical_videos_04/NIA_SL_WORD0033_REAL02_R.mp4,2.373,4.57,당뇨병
P02,02,0033,U,NIA_SL_WORD0033_REAL02_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P02/sign_medical_videos_04/NIA_SL_WORD0033_REAL02_U.mp4,2.373,4.57,당뇨병
P02,02,0036,D,NIA_SL_WORD0036_REAL02_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P02/sign_medical_videos_04/NIA_SL_WORD0036_REAL02_D.mp4,1.616,3.315,면역
P02,02,0036,F,NIA_SL_WORD0036_REAL02_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P02/sign_medical_videos_04/NIA_SL_WORD0036_REAL02_F.mp4,1.616,3.315,면역
P02,02,0036,L,NIA_SL_WORD0036_REAL02_L.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P02/sign_medical_videos_04/NIA_SL_WORD0036_REAL02_L.mp4,1.616,3.315,면역
P02,02,0036,R,NIA_SL_WORD0036_REAL02_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P02/sign_medical_videos_04/NIA_SL_WORD0036_REAL02_R.mp4,1.616,3.315,면역
P02,02,0036,U,NIA_SL_WORD0036_REAL02_U.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P02/sign_medical_videos_04/NIA_SL_WORD0036_REAL02_U.mp4,1.616,3.315,면역
P02,02,0037,D,NIA_SL_WORD0037_REAL02_D.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P02/sign_medical_videos_04/NIA_SL_WORD0037_REAL02_D.mp4,1.523,3.209,감기
P02,02,0037,F,NIA_SL_WORD0037_REAL02_F.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P02/sign_medical_videos_04/NIA_SL_WORD0037_REAL02_F.mp4,1.523,3.209,감기
P02,02,0037,L,NIA_SL_WORD0037_REAL02_L.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P02/sign_medical_videos_04/NIA_SL_WORD0037_REAL02_L.mp4,1.523,3.209,감기
P02,02,0037,R,NIA_SL_WORD0037_REAL02_R.mp4,/content/drive/MyDrive/preprocessing/raw_videos/P02/sign_medical_videos_04/NIA_SL_WORD0037_REAL02_R.mp4,1.523,3.209,감기
