word_id,label,person_id,angle,src_path,cropped_path,segment_start,segment_end
0040,병명,01,L,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0040_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0040_병명/P01/NIA_SL_WORD0040_REAL01_L.mp4,1.187,2.808
0042,불면증,01,U,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0042_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0042_불면증/P01/NIA_SL_WORD0042_REAL01_U.mp4,1.34,3.586
0036,면역,01,L,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0036_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0036_면역/P01/NIA_SL_WORD0036_REAL01_L.mp4,1.616,3.315
0064,치료,01,L,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0064_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0064_치료/P01/NIA_SL_WORD0064_REAL01_L.mp4,1.429,3.193
0033,당뇨병,01,U,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0033_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0033_당뇨병/P01/NIA_SL_WORD0033_REAL01_U.mp4,2.373,4.57
0033,당뇨병,01,F,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0033_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0033_당뇨병/P01/NIA_SL_WORD0033_REAL01_F.mp4,2.373,4.57
0042,불면증,01,R,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0042_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0042_불면증/P01/NIA_SL_WORD0042_REAL01_R.mp4,1.34,3.586
0046,설사,01,L,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0046_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0046_설사/P01/NIA_SL_WORD0046_REAL01_L.mp4,1.227,2.952
0042,불면증,01,D,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0042_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0042_불면증/P01/NIA_SL_WORD0042_REAL01_D.mp4,1.34,3.586
0041,보건소,01,L,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0041_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0041_보건소/P01/NIA_SL_WORD0041_REAL01_L.mp4,1.315,3.692
0163,의사,01,L,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0163_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0163_의사/P01/NIA_SL_WORD0163_REAL01_L.mp4,1.9,3.379
1158,피곤하다,01,L,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1158_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD1158_피곤하다/P01/NIA_SL_WORD1158_REAL01_L.mp4,1.655,3.02
0689,통증,01,L,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0689_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0689_통증/P01/NIA_SL_WORD0689_REAL01_L.mp4,1.706,3.272
0033,당뇨병,01,R,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0033_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0033_당뇨병/P01/NIA_SL_WORD0033_REAL01_R.mp4,2.373,4.57
0042,불면증,01,F,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0042_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0042_불면증/P01/NIA_SL_WORD0042_REAL01_F.mp4,1.34,3.586
0065,치료법,01,L,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0065_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0065_치료법/P01/NIA_SL_WORD0065_REAL01_L.mp4,1.686,4.011
0033,당뇨병,01,D,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0033_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0033_당뇨병/P01/NIA_SL_WORD0033_REAL01_D.mp4,2.373,4.57
0037,감기,01,L,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0037_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0037_감기/P01/NIA_SL_WORD0037_REAL01_L.mp4,1.523,3.209
0062,진단서,01,L,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0062_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0062_진단서/P01/NIA_SL_WORD0062_REAL01_L.mp4,1.325,3.528
1129,검사,01,L,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1129_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD1129_검사/P01/NIA_SL_WORD1129_REAL01_L.mp4,1.626,2.926
0036,면역,01,F,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0036_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0036_면역/P01/NIA_SL_WORD0036_REAL01_F.mp4,1.616,3.315
0040,병명,01,R,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0040_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0040_병명/P01/NIA_SL_WORD0040_REAL01_R.mp4,1.187,2.808
0064,치료,01,F,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0064_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0064_치료/P01/NIA_SL_WORD0064_REAL01_F.mp4,1.429,3.193
1158,피곤하다,01,U,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1158_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD1158_피곤하다/P01/NIA_SL_WORD1158_REAL01_U.mp4,1.655,3.02
0163,의사,01,U,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0163_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0163_의사/P01/NIA_SL_WORD0163_REAL01_U.mp4,1.9,3.379
0041,보건소,01,U,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0041_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0041_보건소/P01/NIA_SL_WORD0041_REAL01_U.mp4,1.315,3.692
0046,설사,01,U,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0046_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0046_설사/P01/NIA_SL_WORD0046_REAL01_U.mp4,1.227,2.952
0040,병명,01,D,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0040_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0040_병명/P01/NIA_SL_WORD0040_REAL01_D.mp4,1.187,2.808
1129,검사,01,U,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1129_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD1129_검사/P01/NIA_SL_WORD1129_REAL01_U.mp4,1.626,2.926
0036,면역,01,R,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0036_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0036_면역/P01/NIA_SL_WORD0036_REAL01_R.mp4,1.616,3.315
0040,병명,01,F,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0040_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0040_병명/P01/NIA_SL_WORD0040_REAL01_F.mp4,1.187,2.808
0064,치료,01,R,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0064_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0064_치료/P01/NIA_SL_WORD0064_REAL01_R.mp4,1.429,3.193
0062,진단서,01,U,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0062_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0062_진단서/P01/NIA_SL_WORD0062_REAL01_U.mp4,1.325,3.528
0037,감기,01,U,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0037_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0037_감기/P01/NIA_SL_WORD0037_REAL01_U.mp4,1.523,3.209
0065,치료법,01,U,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0065_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0065_치료법/P01/NIA_SL_WORD0065_REAL01_U.mp4,1.686,4.011
0689,통증,01,U,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0689_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0689_통증/P01/NIA_SL_WORD0689_REAL01_U.mp4,1.706,3.272
0064,치료,01,D,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0064_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0064_치료/P01/NIA_SL_WORD0064_REAL01_D.mp4,1.429,3.193
0036,면역,01,D,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0036_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0036_면역/P01/NIA_SL_WORD0036_REAL01_D.mp4,1.616,3.315
1158,피곤하다,01,D,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1158_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD1158_피곤하다/P01/NIA_SL_WORD1158_REAL01_D.mp4,1.655,3.02
0689,통증,01,F,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0689_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0689_통증/P01/NIA_SL_WORD0689_REAL01_F.mp4,1.706,3.272
0163,의사,01,D,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0163_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0163_의사/P01/NIA_SL_WORD0163_REAL01_D.mp4,1.9,3.379
0041,보건소,01,D,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0041_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0041_보건소/P01/NIA_SL_WORD0041_REAL01_D.mp4,1.315,3.692
0042,불면증,01,L,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0042_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0042_불면증/P01/NIA_SL_WORD0042_REAL01_L.mp4,1.34,3.586
0046,설사,01,D,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0046_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0046_설사/P01/NIA_SL_WORD0046_REAL01_D.mp4,1.227,2.952
0046,설사,01,R,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0046_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0046_설사/P01/NIA_SL_WORD0046_REAL01_R.mp4,1.227,2.952
0065,치료법,01,F,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0065_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0065_치료법/P01/NIA_SL_WORD0065_REAL01_F.mp4,1.686,4.011
0041,보건소,01,R,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0041_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0041_보건소/P01/NIA_SL_WORD0041_REAL01_R.mp4,1.315,3.692
0062,진단서,01,F,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0062_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0062_진단서/P01/NIA_SL_WORD0062_REAL01_F.mp4,1.325,3.528
0037,감기,01,F,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0037_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0037_감기/P01/NIA_SL_WORD0037_REAL01_F.mp4,1.523,3.209
0163,의사,01,R,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0163_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0163_의사/P01/NIA_SL_WORD0163_REAL01_R.mp4,1.9,3.379
1158,피곤하다,01,R,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1158_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD1158_피곤하다/P01/NIA_SL_WORD1158_REAL01_R.mp4,1.655,3.02
0040,병명,01,U,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0040_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0040_병명/P01/NIA_SL_WORD0040_REAL01_U.mp4,1.187,2.808
1129,검사,01,F,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1129_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD1129_검사/P01/NIA_SL_WORD1129_REAL01_F.mp4,1.626,2.926
1129,검사,01,D,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1129_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD1129_검사/P01/NIA_SL_WORD1129_REAL01_D.mp4,1.626,2.926
0689,통증,01,R,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0689_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0689_통증/P01/NIA_SL_WORD0689_REAL01_R.mp4,1.706,3.272
0037,감기,01,D,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0037_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0037_감기/P01/NIA_SL_WORD0037_REAL01_D.mp4,1.523,3.209
0062,진단서,01,D,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0062_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0062_진단서/P01/NIA_SL_WORD0062_REAL01_D.mp4,1.325,3.528
0033,당뇨병,01,L,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0033_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0033_당뇨병/P01/NIA_SL_WORD0033_REAL01_L.mp4,2.373,4.57
0065,치료법,01,D,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0065_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0065_치료법/P01/NIA_SL_WORD0065_REAL01_D.mp4,1.686,4.011
0046,설사,01,F,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0046_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0046_설사/P01/NIA_SL_WORD0046_REAL01_F.mp4,1.227,2.952
0065,치료법,01,R,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0065_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0065_치료법/P01/NIA_SL_WORD0065_REAL01_R.mp4,1.686,4.011
0041,보건소,01,F,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0041_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0041_보건소/P01/NIA_SL_WORD0041_REAL01_F.mp4,1.315,3.692
0163,의사,01,F,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0163_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0163_의사/P01/NIA_SL_WORD0163_REAL01_F.mp4,1.9,3.379
0037,감기,01,R,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0037_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0037_감기/P01/NIA_SL_WORD0037_REAL01_R.mp4,1.523,3.209
0062,진단서,01,R,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0062_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0062_진단서/P01/NIA_SL_WORD0062_REAL01_R.mp4,1.325,3.528
1158,피곤하다,01,F,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1158_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD1158_피곤하다/P01/NIA_SL_WORD1158_REAL01_F.mp4,1.655,3.02
0689,통증,01,D,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0689_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0689_통증/P01/NIA_SL_WORD0689_REAL01_D.mp4,1.706,3.272
0064,치료,01,U,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0064_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0064_치료/P01/NIA_SL_WORD0064_REAL01_U.mp4,1.429,3.193
1129,검사,01,R,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1129_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD1129_검사/P01/NIA_SL_WORD1129_REAL01_R.mp4,1.626,2.926
0036,면역,01,U,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0036_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0036_면역/P01/NIA_SL_WORD0036_REAL01_U.mp4,1.616,3.315
1496,병원,01,F,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1496_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD1496_병원/P01/NIA_SL_WORD1496_REAL01_F.mp4,1.679,2.58
0400,정밀검사,01,F,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0400_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0400_정밀검사/P01/NIA_SL_WORD0400_REAL01_F.mp4,0.95,2.94
0885,치료제,01,R,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0885_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0885_치료제/P01/NIA_SL_WORD0885_REAL01_R.mp4,1.149,3.163
0885,치료제,01,D,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0885_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0885_치료제/P01/NIA_SL_WORD0885_REAL01_D.mp4,1.149,3.163
0039,변비,01,L,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0039_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0039_변비/P01/NIA_SL_WORD0039_REAL01_L.mp4,2.122,3.847
1115,건강,01,F,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1115_REAL01_F.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD1115_건강/P01/NIA_SL_WORD1115_REAL01_F.mp4,1.108,2.237
0029,검사,01,U,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0029_REAL01_U.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0029_검사/P01/NIA_SL_WORD0029_REAL01_U.mp4,1.055,2.793
1496,병원,01,R,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1496_REAL01_R.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD1496_병원/P01/NIA_SL_WORD1496_REAL01_R.mp4,1.679,2.58
1115,건강,01,D,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD1115_REAL01_D.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD1115_건강/P01/NIA_SL_WORD1115_REAL01_D.mp4,1.108,2.237
0187,간호사,01,L,/content/drive/MyDrive/preprocessing/raw_videos/P01/sign_medical_videos_02/NIA_SL_WORD0187_REAL01_L.mp4,/content/drive/MyDrive/preprocessing/cropped_videos/WORD0187_간호사/P01/NIA_SL_WORD0187_REAL01_L.mp4,1.51,3.329
