seq_id,person_id,word_code,label_idx,view,frames_img,tensor_path
p4_WORD0036_면역_NIA_SL_WORD0036_REAL04_L,4,WORD0036,2,L,"['/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_L_s00.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_L_s01.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_L_s02.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_L_s03.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_L_s04.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_L_s05.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_L_s06.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_L_s07.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_L_s08.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_L_s09.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_L_s10.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_L_s11.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_L_s12.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_L_s13.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_L_s14.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_L_s15.png']",/content/drive/MyDrive/preprocessing/Hand_tensors/seq_00339.pt
p4_WORD0036_면역_NIA_SL_WORD0036_REAL04_R,4,WORD0036,2,R,"['/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_R_s00.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_R_s01.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_R_s02.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_R_s03.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_R_s04.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_R_s05.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_R_s06.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_R_s07.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_R_s08.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_R_s09.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_R_s10.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_R_s11.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_R_s12.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_R_s13.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_R_s14.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_R_s15.png']",/content/drive/MyDrive/preprocessing/Hand_tensors/seq_00340.pt
p4_WORD0036_면역_NIA_SL_WORD0036_REAL04_U,4,WORD0036,2,U,"['/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_U_s00.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_U_s01.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_U_s02.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_U_s03.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_U_s04.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_U_s05.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_U_s06.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_U_s07.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_U_s08.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_U_s09.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_U_s10.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_U_s11.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_U_s12.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_U_s13.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_U_s14.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0036_면역_NIA_SL_WORD0036_REAL04_U_s15.png']",/content/drive/MyDrive/preprocessing/Hand_tensors/seq_00341.pt
p4_WORD0037_감기_NIA_SL_WORD0037_REAL04_D,4,WORD0037,3,D,"['/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_D_s00.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_D_s01.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_D_s02.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_D_s03.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_D_s04.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_D_s05.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_D_s06.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_D_s07.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_D_s08.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_D_s09.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_D_s10.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_D_s11.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_D_s12.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_D_s13.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_D_s14.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_D_s15.png']",/content/drive/MyDrive/preprocessing/Hand_tensors/seq_00342.pt
p4_WORD0037_감기_NIA_SL_WORD0037_REAL04_F,4,WORD0037,3,F,"['/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_F_s00.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_F_s01.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_F_s02.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_F_s03.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_F_s04.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_F_s05.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_F_s06.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_F_s07.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_F_s08.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_F_s09.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_F_s10.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_F_s11.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_F_s12.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_F_s13.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_F_s14.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_F_s15.png']",/content/drive/MyDrive/preprocessing/Hand_tensors/seq_00343.pt
p4_WORD0037_감기_NIA_SL_WORD0037_REAL04_L,4,WORD0037,3,L,"['/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_L_s00.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_L_s01.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_L_s02.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_L_s03.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_L_s04.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_L_s05.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_L_s06.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_L_s07.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_L_s08.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_L_s09.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_L_s10.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_L_s11.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_L_s12.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_L_s13.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_L_s14.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_L_s15.png']",/content/drive/MyDrive/preprocessing/Hand_tensors/seq_00344.pt
p4_WORD0037_감기_NIA_SL_WORD0037_REAL04_R,4,WORD0037,3,R,"['/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_R_s00.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_R_s01.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_R_s02.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_R_s03.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_R_s04.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_R_s05.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_R_s06.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_R_s07.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_R_s08.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_R_s09.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_R_s10.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_R_s11.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_R_s12.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_R_s13.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_R_s14.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_R_s15.png']",/content/drive/MyDrive/preprocessing/Hand_tensors/seq_00345.pt
p4_WORD0037_감기_NIA_SL_WORD0037_REAL04_U,4,WORD0037,3,U,"['/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_U_s00.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_U_s01.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_U_s02.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_U_s03.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_U_s04.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_U_s05.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_U_s06.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_U_s07.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_U_s08.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_U_s09.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_U_s10.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_U_s11.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_U_s12.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_U_s13.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_U_s14.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0037_감기_NIA_SL_WORD0037_REAL04_U_s15.png']",/content/drive/MyDrive/preprocessing/Hand_tensors/seq_00346.pt
p4_WORD0039_변비_NIA_SL_WORD0039_REAL04_D,4,WORD0039,4,D,"['/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_D_s00.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_D_s01.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_D_s02.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_D_s03.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_D_s04.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_D_s05.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_D_s06.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_D_s07.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_D_s08.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_D_s09.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_D_s10.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_D_s11.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_D_s12.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_D_s13.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_D_s14.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_D_s15.png']",/content/drive/MyDrive/preprocessing/Hand_tensors/seq_00347.pt
p4_WORD0039_변비_NIA_SL_WORD0039_REAL04_F,4,WORD0039,4,F,"['/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_F_s00.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_F_s01.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_F_s02.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_F_s03.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_F_s04.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_F_s05.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_F_s06.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_F_s07.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_F_s08.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_F_s09.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_F_s10.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_F_s11.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_F_s12.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_F_s13.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_F_s14.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_F_s15.png']",/content/drive/MyDrive/preprocessing/Hand_tensors/seq_00348.pt
p4_WORD0039_변비_NIA_SL_WORD0039_REAL04_L,4,WORD0039,4,L,"['/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_L_s00.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_L_s01.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_L_s02.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_L_s03.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_L_s04.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_L_s05.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_L_s06.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_L_s07.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_L_s08.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_L_s09.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_L_s10.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_L_s11.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_L_s12.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_L_s13.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_L_s14.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_L_s15.png']",/content/drive/MyDrive/preprocessing/Hand_tensors/seq_00349.pt
p4_WORD0039_변비_NIA_SL_WORD0039_REAL04_R,4,WORD0039,4,R,"['/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_R_s00.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_R_s01.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_R_s02.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_R_s03.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_R_s04.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_R_s05.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_R_s06.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_R_s07.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_R_s08.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_R_s09.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_R_s10.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_R_s11.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_R_s12.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_R_s13.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_R_s14.png', '/content/drive/MyDrive/preprocessing/Holistic_hands_frames/4/WORD0039_변비_NIA_SL_WORD0039_REAL04_R_s15.png']",/content/drive/MyDrive/preprocessing/Hand_tensors/seq_00350.pt
